Sample,Cruise,HLIIReplication,HLIIsd,Latitude,Year,Month,Day,Local_Hour,Local_Minute,AdjustedHour,Noon-to-Noon,Total Day
IN174,I09N,0.10107807,0.00209932,9.08857167,2016,4,17,0,0,23.83063551,63,64
IN175,I09N,0.059762251,0.00186571,9.21897667,2016,4,17,3,21,3.173990842,63,64
IN176,I09N,0.063855354,0.00178661,9.45817667,2016,4,17,5,30,5.311929282,63,64
IN177,I09N,0.053011176,0.001750454,9.65824333,2016,4,17,9,40,9.499132615,63,64
IN178,I09N,0.048316589,0.001543878,9.96645,2016,4,17,13,0,12.86408761,64,64
IN180,I09N,0.17573669,0.002154445,9.9663,2016,4,17,19,25,19.24394073,64,64
IN181,I09N,0.197568577,0.001824087,9.89185,2016,4,17,22,25,22.22532984,64,64
IN182,I09N,0.125029725,0.001478992,9.82790833,2016,4,18,0,20,24.13001762,64,65
IN183,I09N,0.05389758,0.001874146,9.89502167,2016,4,18,4,7,3.894924849,64,65
IN184,I09N,0.064474699,0.001581717,9.96892667,2016,4,18,6,12,5.957857183,64,65
IN185,I09N,0.060471073,0.001896725,9.96489167,2016,4,18,9,16,9.015134956,64,65
IN186,I09N,0.018892921,0.002052051,9.95317,2016,4,18,11,50,11.55498518,64,65
IN187,I09N,0.054927445,0.001766139,9.96386,2016,4,18,15,30,15.20586362,65,65
IN188,I09N,0.061532482,0.00199577,9.97525667,2016,4,18,17,40,17.35615418,65,65
IN189,I09N,0.227444509,0.001354108,9.97241333,2016,4,18,22,28,22.12803352,65,65
IN190,I09N,0.0615517,0.001681196,9.338335,2016,4,19,4,19,4.000686561,65,66
IN191,I09N,0.039220028,0.001539568,8.85774167,2016,4,19,7,12,6.898251335,65,66
IN192,I09N,0.072612127,0.001024127,8.256575,2016,4,19,13,15,12.966245,66,66
IN193,I09N,0.06056173,0.001215534,7.74711,2016,4,19,16,45,16.48141133,66,66
IN194,I09N,0.189079493,0.001826171,8.040185,2016,4,19,21,15,20.99115745,66,66
IN195,I09N,0.133762055,0.001837048,8.26604333,2016,4,19,22,58,22.71532745,66,66
IN196,I09N,0.050408592,0.002524111,8.49991,2016,4,20,2,34,2.326755053,66,67
IN197,I09N,0.047347376,0.001478386,8.78672,2016,4,20,4,24,4.169639613,66,67
IN198,I09N,0.054242593,0.00152042,9.069375,2016,4,20,8,30,8.278985719,66,67
IN199,I09N,0.077275989,0.000759772,9.307015,2016,4,20,10,30,10.28682895,66,67
IN200,I09N,0.058729296,0.001593866,9.59406,2016,4,20,14,30,14.29618095,67,67
IN201,I09N,0.068637459,0.001123757,9.82695167,2016,4,20,16,20,16.13848072,67,67
IN202,I09N,0.359540522,0.001464626,10.1020233,2016,4,20,20,25,20.23156517,67,67
IN203,I09N,0.142745007,0.001852684,10.299675,2016,4,20,22,30,22.32271939,67,67
IN204,I09N,0.047625822,0.001458086,10.4908583,2016,4,21,1,56,1.767138379,67,68
IN205,I09N,0.064461093,0.001532618,10.7724717,2016,4,21,4,15,4.094984159,67,68
IN206,I09N,0.041048653,0.001487623,11.0438883,2016,4,21,8,30,8.355738932,67,68
IN207,I09N,0.056715629,0.001612334,11.2432567,2016,4,21,10,50,10.69694649,67,68
IN208,I09N,0.068837932,0.001475431,11.5082317,2016,4,21,14,0,13.87412283,68,68
IN209,I09N,0.048390487,0.001609999,11.7147183,2016,4,21,16,20,16.21560783,68,68
IN210,I09N,0.346226312,0.001534337,11.9704667,2016,4,21,20,20,20.2258296,68,68
IN211,I09N,0.217216391,0.001513321,12.1877833,2016,4,21,22,30,22.40080371,68,68
IN212,I09N,0.063780087,0.001842254,12.4742983,2016,4,22,2,7,2.032356878,68,69
IN213,I09N,0.056767694,0.001611845,12.6580717,2016,4,22,4,22,4.289755651,68,69
IN214,I09N,0.062668011,0.001845987,12.857985,2016,4,22,8,10,8.097631544,68,69
IN215,I09N,0.052096112,0.001275224,13.130095,2016,4,22,10,20,10.27506198,68,69
IN216,I09N,0.040238128,0.001631823,13.39405,2016,4,22,14,0,13.95219132,69,69
IN218,I09N,0.388581877,0.002263345,13.8132683,2016,4,22,19,40,19.63548454,69,69
IN219,I09N,0.161241095,0.001434592,14.0741683,2016,4,22,21,45,21.72916998,69,69
IN220,I09N,0.083467566,0.001554613,14.4504683,2016,4,23,2,0,1.997471641,69,70
IN221,I09N,0.195704971,0.001039831,14.545605,2016,4,23,4,30,4.501079974,69,70
IN222,I09N,0.058872669,0.001674149,14.634495,2016,4,23,8,34,8.570081307,69,70
IN223,I09N,0.055634853,0.001375138,15.0835517,2016,4,23,11,8,11.14977653,69,70
IN224,I09N,0.062599248,0.001688169,15.1647767,2016,4,23,14,30,14.51597153,70,70
IN225,I09N,0.147971808,0.00169925,15.500675,2016,4,23,16,30,16.51863597,70,70
IN226,I09N,0.397809975,0.001612107,15.72733,2016,4,23,19,50,19.85195886,70,70
IN227,I09N,0.164472304,0.001138378,15.9984133,2016,4,23,22,0,22.01863108,70,70
IN228,I09N,0.08305162,0.001845332,16.261405,2016,4,24,0,50,24.85503262,70,71
IN229,I09N,0.070069884,0.001622986,16.49956,2016,4,24,3,0,3.021722622,70,71
IN230,I09N,0.067158258,0.001332938,16.819905,2016,4,24,6,5,6.105052955,70,71
IN231,I09N,0.037689921,0.001335135,16.9983783,2016,4,24,8,30,8.520680735,70,71
IN232,I09N,0.039669681,0.001629355,17.1236567,2016,4,24,11,0,11.02172485,70,71
IN233,I09N,0.058088633,0.001737161,17.50133,2016,4,24,13,15,13.2725974,71,71
IN234,I09N,0.082303233,0.001255171,17.6369817,2016,4,24,16,24,16.4219404,71,71
IN235,I09N,0.402451625,0.001790744,17.883125,2016,4,24,18,45,18.77240607,71,71
IN236,I09N,0.440866426,0.002036813,17.6312383,2016,4,24,21,10,21.1931924,71,71
IN237,I09N,0.328893976,0.001850997,17.2860767,2016,4,24,22,47,22.81570074,71,71
IN238,I09N,0.210176416,0.001351541,15.402505,2016,4,25,1,22,1.411104319,71,71.5
C132020_001_META,C13,0.352039346,0.001517855,-34.44333333,2020,3,21,20,30,20.51709486,72,72
C132020_002_META,C13,0.043582705,0.000616457,-35.32066667,2020,3,22,6,46,6.636651297,72,73
C132020_003_META,C13,0.071805369,0.001258952,-35.647625,2020,3,22,10,26,10.24713463,72,73
C132020_004_META,C13,0.03427378,0.001383555,-35.7863,2020,3,22,12,1,11.80664907,72,73
C132020_006_META,C13,0.165935382,0.001620216,-36.46283333,2020,3,22,20,20,20.04044019,73,73
C132020_007_META,C13,0.070310504,0.00172144,-37.82228833,2020,3,22,7,21,6.913995408,73,73
C132020_029V2_META,C13,0.152966085,0.00448688,-33.9346,2020,3,27,7,58,7.941384516,74,74
C132020_030V1_META,C13,0.15321751,0.004330819,-32.99987333,2020,3,27,14,15,14.22273652,75,74
C132020_034_META,C13,0.04263227,0.000926378,-30.47590833,2020,3,28,13,28,13.28557534,75,75
C132020_036_META,C13,0.281252275,0.001404643,-29.61326333,2020,3,28,19,24,19.12985845,75,75
C132020_037V1_META,C13,0.230310554,0.001764722,-29.39834333,2020,3,28,21,16,20.974494,75,75
C132020_038_META,C13,0.043387093,0.001552195,-28.10517833,2020,3,29,7,15,6.831466472,75,76
C132020_039_META,C13,0.063218872,0.001204386,-27.75354833,2020,3,29,10,15,9.795928139,75,76
C132020_040_META,C13,0.037863908,0.001444468,-27.49199833,2020,3,29,12,16,11.78628125,75,76
C132020_041_META,C13,0.016854083,0.001718818,-27.00710167,2020,3,29,16,9,15.62085547,76,76
C132020_042_META,C13,0.131437283,0.002223024,-26.75653667,2020,3,29,18,21,17.79583869,76,76
C132020_043_META,C13,0.176087708,0.002058756,-26.49841667,2020,3,29,20,25,19.83666425,76,76
C132020_045_META,C13,0.042326505,0.001891508,-24.988865,2020,3,30,8,2,8.309084788,76,77
C132020_046_META,C13,0.014960991,0.001494529,-24.72415,2020,3,30,10,0,10.25076712,76,77
C132020_047_META,C13,0.02177428,0.001683804,-24.57919,2020,3,30,10,55,11.15677223,76,77
C132020_048_META,C13,0.051756852,0.001666986,-24.41115167,2020,3,30,12,1,12.24444223,77,77
C132020_049_META,C13,0.024253598,0.002002686,-24.21385,2020,3,30,13,17,13.49676034,77,77
C132020_051_META,C13,0.013893035,0.001743712,-23.94651,2020,3,30,15,58,16.1602599,77,77
C132020_052_META,C13,0.055268906,0.001565556,-23.65191833,2020,3,30,18,9,18.32235234,77,77
C132020_053V1_META,C13,0.056595631,0.00154194,-23.35313333,2020,3,30,20,8,20.28389012,77,77
C132020_053V2_META,C13,0.087570823,0.001830551,-23.35313333,2020,3,30,20,8,20.28389012,77,77
C132020_054_META,C13,0.053190305,0.0015738,-21.57441667,2020,3,31,7,6,7.127466882,77,78
C132020_055_META,C13,0.0278913,0.001852816,-21.43249333,2020,3,31,8,2,8.050700549,77,78
C132020_056_META,C13,0.052158719,0.001419969,-21.22805167,2020,3,31,9,23,9.386069104,77,78
C132020_058_META,C13,0.062045454,0.001114711,-20.9985,2020,3,31,11,0,10.98642799,77,78
C132020_060_META,C13,0.032463714,0.002089958,-20.69698667,2020,3,31,13,2,12.99773333,78,78
C132020_061_META,C13,0.053364077,0.001676634,-20.53968,2020,3,31,14,5,14.0361721,78,78
C132020_062_META,C13,0.001761303,0.00153733,-20.25484167,2020,3,31,16,0,15.93220266,78,78
C132020_063_META,C13,0.01948331,0.001782015,-19.97425667,2020,3,31,18,0,17.91186522,78,78
C132020_064_META,C13,0.073566136,0.001964527,-19.69571167,2020,3,31,19,47,19.67618355,78,78
C132020_065_META,C13,0.046637588,0.001845237,-18.06347,2020,4,1,6,58,6.745510427,78,79
C132020_067_META,C13,0.010488678,0.001465254,-17.59722,2020,4,1,10,9,9.896665537,78,79
C132020_068_META,C13,0.013627709,0.001634473,-17.31355333,2020,4,1,12,0,11.72753998,78,79
C132020_069_META,C13,0.003736441,0.001525281,-17.114045,2020,4,1,13,20,13.04729254,79,79
C132020_070_META,C13,0.019665391,0.000811228,-17.001265,2020,4,1,14,11,13.8896722,79,79
C132020_071_META,C13,0.026402832,0.001892572,-16.70411167,2020,4,1,16,7,15.8029502,79,79
C132020_073V1_META,C13,0.104848477,0.001402795,-16.13483667,2020,4,1,19,50,19.48123009,79,79
C132020_073V2_META,C13,0.132386913,0.001562145,-16.13483667,2020,4,1,19,50,19.48123009,79,79
C132020_074_META,C13,0.012033766,0.001788202,-14.272045,2020,4,2,7,38,7.171959623,79,80
C132020_075_META,C13,0.015915697,0.001806821,-14.12569333,2020,4,2,8,34,8.096435956,79,80
C132020_076_META,C13,0.029471682,0.001935032,-13.85448,2020,4,2,10,15,9.763323845,79,80
C132020_077_META,C13,0.039801135,0.001790208,-13.71371167,2020,4,2,11,5,10.58809262,79,80
C132020_078_META,C13,0.057670218,0.001873335,-13.55571333,2020,4,2,12,6,11.59523796,79,80
C132020_079_META,C13,0.055360034,0.002022988,-13.334585,2020,4,2,13,28,12.94840596,80,80
C132020_080_META,C13,0.039214127,0.001512766,-13.25374167,2020,4,2,13,58,13.44360829,80,80
C132020_081_META,C13,0.039243273,0.001969144,-13.06268833,2020,4,2,15,11,14.64866762,80,80
C132020_083_META,C13,0.088054462,0.00145445,-12.601055,2020,4,2,18,7,18.55271551,80,80
C132020_084_META,C13,0.070290206,0.001994186,-12.43809333,2020,4,2,19,9,19.57570207,80,80
C132020_086_META,C13,0.197189473,0.001551871,-12.27508167,2020,4,3,20,11,20.60375387,80,81
C132020_087_META,C13,0.076678632,0.001591049,-10.47969167,2020,4,3,6,42,7.00630865,80,81
C132020_088_META,C13,0.045283613,0.001718762,-10.279255,2020,4,3,8,2,8.327031983,80,81
C132020_089_META,C13,0.048141241,0.001475969,-9.983323333,2020,4,3,10,6,10.37390698,80,81
C132020_090_META,C13,0.029239432,0.001801675,-9.640178333,2020,4,3,12,14,12.48641543,81,81
C132020_091_META,C13,0.057325565,0.001490166,-9.352245,2020,4,3,14,6,14.33464798,81,81
C132020_092_META,C13,0.002252702,0.001707716,-9.051413333,2020,4,3,16,2,16.24876554,81,81
C132020_093_META,C13,0.083754091,0.001604991,-8.758585,2020,4,3,17,56,18.13006465,81,81
C132020_094_META,C13,0.05760704,0.001892229,-8.539345,2020,4,3,19,20,19.51612221,81,81
C132020_095V1_META,C13,0.314289242,0.001566346,-8.314066667,2020,4,3,20,47,20.95174176,81,81
C132020_095V2_META,C13,0.315196463,0.001834681,-8.314066667,2020,4,3,20,47,20.95174176,81,81
C132020_096_META,C13,0.039285387,0.001463579,-6.742606667,2020,4,4,6,55,6.992359007,81,82
C132020_098_META,C13,0.042881734,0.00136405,-6.267831667,2020,4,4,9,55,9.965696007,81,82
C132020_099_META,C13,0.16673765,0.001778306,-6.048825,2020,4,4,11,12,11.23675567,81,82
C132020_101_META,C13,0.029373814,0.001742702,-5.667961667,2020,4,4,13,30,13.51547601,82,82
C132020_102_META,C13,0.048173558,0.001443178,-5.577761667,2020,4,4,14,3,14.04296034,82,82
C132020_103V1_META,C13,0.042381195,0.001654602,-5.26616,2020,4,4,15,57,15.94296034,82,82
C132020_103V2_META,C13,0.049606048,0.001836269,-5.26616,2020,4,4,15,57,15.94296034,82,82
C132020_104V1_META,C13,0.222610025,0.001664944,-0.398501667,2020,4,5,22,10,21.88321563,83,83
C132020_104V2_META,C13,0.211687739,0.001660914,-0.398501667,2020,4,5,22,10,21.88321563,83,83
C132020_105_META,C13,0.160821782,0.001828205,0.21595,2020,4,5,23,22,23.07687479,83,83
C132020_106_META,C13,0.056747609,0.001728908,1.041333333,2020,4,6,7,28,7.099151566,83,84
C132020_107_META,C13,0.045763785,0.0017927,1.140923333,2020,4,6,8,8,7.692658344,83,84
C132020_108_META,C13,0.048710947,0.001348108,1.268378333,2020,4,6,8,58,8.584380456,83,84
C132020_109_META,C13,0.051745907,0.001494901,1.431563333,2020,4,6,10,2,9.640453011,83,84
C132020_110_META,C13,0.056850313,0.001678096,1.567861667,2020,4,6,10,55,10.51493634,83,84
C132020_111_META,C13,0.049570877,0.001498377,1.74628,2020,4,6,12,4,11.65329668,83,84
C132020_112_META,C13,0.048067446,0.00158915,1.903898333,2020,4,6,13,5,12.65979112,84,84
C132020_113_META,C13,0.052352133,0.001532136,2.044313333,2020,4,6,14,0,13.56725646,84,84
C132020_114_META,C13,0.051402326,0.001128562,2.359298333,2020,4,6,16,3,15.5968559,84,84
C132020_115_META,C13,0.485961936,0.00181045,2.679495,2020,4,6,18,5,17.60937601,84,84
C132020_116_META,C13,0.439920325,0.001552949,2.710685,2020,4,6,18,21,17.8738829,84,84
C132020_117_META,C13,0.294640431,0.001682358,2.940266667,2020,4,6,20,5,19.59239812,84,84
C132020_118V1_META,C13,0.24635724,0.001719502,3.165133333,2020,4,6,21,27,20.94453923,84,84
C132020_118V2_META,C13,0.236488191,0.001419892,3.165133333,2020,4,6,21,27,20.94453923,84,84
C132020_120_META,C13,0.060721401,0.001731065,4.862145,2020,4,7,6,59,7.37656587,84,85
C132020_121_META,C13,0.029736444,0.001843005,5.184071667,2020,4,7,9,4,9.440849647,84,85
C132020_122_META,C13,0.059455983,0.001598497,5.517905,2020,4,7,11,6,11.45463187,84,85
C132020_123_META,C13,0.029242921,0.001659537,5.817836667,2020,4,7,12,57,13.28707465,85,85
C132020_124_META,C13,0.104325745,0.001901739,6.134835,2020,4,7,15,5,15.40173487,85,85
C132020_125_META,C13,0.459451639,0.001981916,6.449866667,2020,4,7,17,0,17.29966242,85,85
C132020_126_META,C13,0.473038885,0.001881352,6.768168333,2020,4,7,19,2,19.31405665,85,85
C132020_127_META,C13,0.352242224,0.001865073,6.890635,2020,4,7,19,48,20.07343676,85,85
C132020_128V1_META,C13,0.256847533,0.001844974,7.045885,2020,4,7,20,45,21.01417998,85,85
C132020_128V2_META,C13,0.260412417,0.001866987,7.045885,2020,4,7,20,45,21.01417998,85,85
C132020_129_META,C13,0.020535027,0.00171762,7.25134,2020,4,7,22,3,22.30189898,85,85
C132020_130_META,C13,0.135196717,0.001765638,7.402731667,2020,4,7,23,1,23.25961654,85,85
C132020_131_META,C13,0.041594354,0.001802643,8.5724,2020,4,8,6,47,6.959471937,85,86
C132020_132_META,C13,0.08254136,0.001423888,8.83135,2020,4,8,8,58,9.126469382,85,86
C132020_133_META,C13,0.041313498,0.002067346,9.001183333,2020,4,8,10,8,10.28237794,85,86
C132020_134_META,C13,0.023184533,0.001999501,9.150383333,2020,4,8,11,7,11.25636572,85,86
C132020_135_META,C13,0.036299106,0.001825946,9.426135,2020,4,8,12,58,13.08885638,86,86
C132020_136_META,C13,0.039647677,0.001739375,9.739721667,2020,4,8,15,4,15.16914516,86,86
C132020_137_META,C13,0.088816004,0.001588479,10.0046,2020,4,8,17,0,17.0857416,86,86
C132020_138_META,C13,0.300283771,0.001817025,10.31493,2020,4,8,19,2,19.09937838,86,86
C132020_139V1_META,C13,0.325531013,0.001426978,10.56321333,2020,4,8,20,37,20.66705294,86,86
C132020_139V2_META,C13,0.333796502,0.001577853,10.56321333,2020,4,8,20,37,20.66705294,86,86
C132020_140_META,C13,0.25659602,0.001402991,10.76422333,2020,4,8,21,53,21.9209976,86,86
C132020_141_META,C13,0.087147193,0.00147332,12.24615167,2020,4,9,7,3,7.002414078,86,87
C132020_142_META,C13,0.05513742,0.001663238,12.54240667,2020,4,9,9,0,8.934628523,86,87
C132020_143_META,C13,0.05276387,0.001347703,12.88496833,2020,4,9,11,7,11.03062908,86,87
C132020_144_META,C13,0.059124311,0.001413318,13.17151,2020,4,9,12,57,12.84619619,87,87
C132020_145_META,C13,0.038535818,0.001906142,13.49801667,2020,4,9,15,5,14.95837252,87,87
C132020_146_META,C13,0.04497295,0.00179032,13.78911,2020,4,9,16,58,16.82288119,87,87
C132020_147_META,C13,0.096799344,0.001707638,13.96283833,2020,4,9,18,5,17.92825386,87,87
C132020_148_META,C13,0.193236639,0.001684695,14.10636167,2020,4,9,18,59,18.81900474,87,87
C132020_150V1_META,C13,0.249396681,0.00170752,14.41768167,2020,4,9,20,51,20.66540063,87,87
C132020_150V2_META,C13,0.237083343,0.001961929,14.41768167,2020,4,9,20,51,20.66540063,87,87
C132020_151_META,C13,0.024440634,0.001376748,16.04557,2020,4,10,6,19,6.026182955,87,88
C132020_152_META,C13,0.033026172,0.001503289,16.31074167,2020,4,10,8,4,7.757662177,87,88
C132020_153_META,C13,0.047010017,0.001194516,16.46099167,2020,4,10,9,5,8.763816289,87,88
C132020_154_META,C13,0.059815374,0.001785405,16.615725,2020,4,10,10,7,9.786258844,87,88
C132020_155_META,C13,0.044354625,0.001568277,16.90805167,2020,4,10,12,0,11.64898918,87,88
C132020_156_META,C13,0.037898424,0.001618182,17.25328167,2020,4,10,14,8,13.7582004,88,88
C132020_157_META,C13,0.023049701,0.001785262,17.559225,2020,4,10,16,0,15.60317107,88,88
C132020_158_META,C13,0.045549498,0.001753182,17.74605,2020,4,10,17,9,16.74008418,88,88
C132020_159_META,C13,0.113513623,0.001495168,17.88377,2020,4,10,18,1,17.59694362,88,88
C132020_160V1_META,C13,0.223133301,0.001304182,18.190265,2020,4,10,20,2,19.59189073,88,88
C132020_160V2_META,C13,0.23558501,0.00180716,18.190265,2020,4,10,20,2,19.59189073,88,88
C132020_161_META,C13,0.056117294,0.001691577,19.758645,2020,4,11,6,23,6.835111375,88,89
C132020_163_META,C13,0.013832171,0.001249693,20.304585,2020,4,11,10,10,10.57936915,88,89
C132020_164_META,C13,0.231227544,0.001675999,20.57851667,2020,4,11,12,1,12.40971249,89,89
C132020_166_META,C13,0.033439439,0.002071338,20.88549167,2020,4,11,14,1,14.38775926,89,89
C132020_167_META,C13,0.019274725,0.001723681,21.03865333,2020,4,11,15,1,15.37672593,89,89
C132020_168_META,C13,0.053972694,0.00119159,21.19005667,2020,4,11,16,0,16.3490456,89,89
C132020_169_META,C13,0.048799691,0.00027203,21.34095833,2020,4,11,17,0,17.3381466,89,89
C132020_170_META,C13,0.073329195,0.001532008,21.490495,2020,4,11,17,58,18.29489071,89,89
C132020_171_META,C13,0.020074625,0.001385721,21.649615,2020,4,11,19,0,19.31584682,89,89
C132020_173V1_META,C13,0.111539539,0.00151307,21.87861,2020,4,11,20,35,20.88262837,89,89
C132020_173V2_META,C13,0.108649081,0.001223039,21.87861,2020,4,11,20,35,20.88262837,89,89
C132020_174_META,C13,0.001166089,0.001374309,23.35102667,2020,4,12,6,32,6.729755291,89,90
C132020_177_META,C13,0.023771311,0.001536764,23.84893833,2020,4,12,10,8,10.2933114,89,90
C132020_178_META,C13,0.014264927,0.001593177,23.97596,2020,4,12,11,2,11.18395929,89,90
C132020_179_META,C13,0.007309967,0.001686047,24.124135,2020,4,12,12,3,12.19011907,90,90
C132020_180_META,C13,0.002883215,0.00147158,24.43885833,2020,4,12,14,5,14.20152462,90,90
C132020_182_META,C13,0.078840543,0.001712295,24.74618,2020,4,12,16,5,16.18008829,90,90
C132020_183_META,C13,0.124933335,0.001721398,24.89213833,2020,4,12,17,3,17.1365734,90,90
C132020_185_META,C13,0.101591601,0.001631281,25.13373167,2020,4,12,19,3,19.11134374,90,90
C132020_186_META,C13,0.170927261,0.000785385,25.23281667,2020,4,12,20,4,20.11493551,90,90
C132020_187_META,C13,0.165549661,0.000427426,25.30106333,2020,4,12,20,45,20.78948674,90,90
C132020_188_META,C13,0.074282216,0.001429415,26.27686167,2020,4,13,6,40,6.580815142,90,91
C132020_189_META,C13,0.033844809,0.00149018,26.42352,2020,4,13,8,9,8.044879586,90,91
C132020_191_META,C13,0.029957603,0.001485587,26.71770333,2020,4,13,11,9,11.00563248,90,91
C132020_192_META,C13,0.022768078,0.001164439,26.80133167,2020,4,13,12,1,11.86101803,90,91
C132020_193_META,C13,0.019819536,0.001146097,26.99160167,2020,4,13,14,0,13.81886559,91,91
C132020_195_META,C13,0.0590483,0.001888958,27.198015,2020,4,13,16,7,15.9079767,91,91
C132020_196_META,C13,0.014530939,0.001375635,27.280885,2020,4,13,17,0,16.78016348,91,91
C132020_197_META,C13,0.040316879,0.000927515,27.38236667,2020,4,13,18,1,17.78324014,91,91
C132020_198_META,C13,0.05275276,0.001600602,27.48378167,2020,4,13,19,3,18.80285048,91,91
C132020_199_META,C13,0.058910172,0.001726375,27.57961,2020,4,13,20,1,19.75634436,91,91
C132020_200V1_META,C13,0.102165289,0.001202106,27.658895,2020,4,13,20,49,20.54601003,91,91
C132020_200V2_META,C13,0.10624592,0.00119635,27.658895,2020,4,13,20,49,20.54601003,91,91
C132020_201_META,C13,0.03057664,0.001232863,28.70142333,2020,4,14,5,56,5.525690968,91,92
C132020_202_META,C13,0.037760709,0.001648966,28.80964333,2020,4,14,7,1,6.594404524,91,92
C132020_203_META,C13,0.042962486,0.001607893,28.93242167,2020,4,14,8,17,7.844185413,91,92
C132020_204_META,C13,0.055014694,0.001791055,29.01903,2020,4,14,9,10,8.715768635,91,92
C132020_205_META,C13,0.036331749,0.001430994,29.12637,2020,4,14,10,15,9.784346746,91,92
C132020_206_META,C13,0.008478181,0.001809919,29.194795,2020,4,14,10,56,10.45840863,91,92
C132020_207_META,C13,0.037926773,0.001283706,29.30211333,2020,4,14,12,3,11.5603353,91,92
C132020_208_META,C13,0.015266066,0.000950004,29.435955,2020,4,14,13,1,12.51658663,92,92
C132020_209_META,C13,0.028991584,0.00128853,29.59095667,2020,4,14,14,0,14.49047475,92,92
C132020_210_META,C13,0.033013902,0.001626637,29.76001667,2020,4,14,15,2,15.51351375,92,92
C132020_211_META,C13,0.055978135,0.001256,29.91525333,2020,4,14,16,0,16.4707253,92,92
C132020_212_META,C13,0.034062009,0.001043121,30.07482,2020,4,14,17,0,17.46096252,92,92
C132020_213_META,C13,0.083897721,0.001072661,30.23709333,2020,4,14,18,1,18.46765886,92,92
C132020_214_META,C13,0.068315624,0.001164773,30.39929667,2020,4,14,19,3,19.49105286,92,92
C132020_215V2_META,C13,0.063827883,0.000349609,30.52174833,2020,4,14,19,54,20.33356519,92,92
C132020_217_META,C13,0.013414285,0.001616039,32.20803333,2020,4,15,7,18,7.633177418,92,93
C132020_218_META,C13,0.045489171,0.000787422,32.31193,2020,4,15,8,0,8.326790974,92,93
C132020_219_META,C13,0.084295638,0.001721408,32.461225,2020,4,15,8,59,9.301709529,92,93
C132020_221M5_META,C13,0.061335184,0.001124591,32.88913584,2020,4,15,12,9,12.44053442,93,93
C132020_223_META,C13,0.209126526,0.000824122,33.22416333,2020,4,15,15,6,15.36946475,93,93
C132020_225_META,C13,0.411314249,0.000958176,33.58736833,2020,4,15,18,0,18.24638642,93,93
C132020_226_META,C13,0.400800853,0.001364026,33.73501667,2020,4,15,19,15,19.48694864,93,93
C132020_227V1_META,C13,0.209864445,0.001740351,33.857605,2020,4,15,20,23,20.61234531,93,93
C132020_227V2_META,C13,0.192711019,0.001394728,33.857605,2020,4,15,20,23,20.61234531,93,93
C132020_231_META,C13,0.066538737,0.001551307,34.50448833,2020,4,16,12,16,12.36952786,94,94
C132020_232_META,C13,0.052658845,0.001462036,35.61716333,2020,4,16,13,46,13.85648142,94,94
C132020_233_META,C13,0.162992319,0.001179176,35.735065,2020,4,16,15,37,15.69294031,94,94
C132020_234_META,C13,0.556212941,0.001712352,35.943955,2020,4,16,18,10,18.21923642,94,94
C132020_235V1_META,C13,0.355292314,0.001059756,36.09095667,2020,4,16,20,16,20.29880486,94,94
C132020_235V2_META,C13,0.432122057,0.001163262,36.09095667,2020,4,16,20,16,20.29880486,94,94
